NO.,Databases,Original.reference,Year,LONGITUDE,LATITUDE,MAT,MAP,AI,ELEVATION,VEGETATION,DEPTH,CLAY,SILT,SAND,BDENSITY,PH,CEC,SOC,TN,C_N,TOTAL_P
3981,Hou unpublished,Li et al. 2012,2012,120.71667,42.96667,6.8,398,0.4124,349,GRASSLAND,15,,,,1.58,7.58,,2.03,0.31,6.548387097,292.35
873,"Augusto et al., 2017","Frizano et al., 2002",2002,-65.8,18.3,24,2467,1.361,700,FOREST,5,270,,,1.191833565,5.3,,23.2,1.3,17.84615385,292
5672,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,7.9812,0.924,,291.4
2553,"Hou et al., 2018","Kitayama et al., 2000",2000,116.55,6.08,10.56,3080,5.6558,3080,FOREST,1,180,,,,4.9,,86,6,,291.3
875,"Augusto et al., 2017","Pare & Bernier, 1989",1989,-70.738,45.656,3.1,1007,1.4398,506,FOREST,5,130,,,1.57,4.9,,3.4,,19.67602728,291.13
2554,"Hou et al., 2018",Feng et al. 2016,2016,112.929,43.7173,3.56,147.32,0.1291,1050,GRASSLAND,5,102.5,228,724.771,1.56606,7.96789,,4.1204747,0.59320295,,290.51
5673,"Wang et al., 2021","Liu et al., 2020",2020,116.1266444,44.925225,2.874672887,265.2862979,,,GRASSLAND,5,8.77286,93.84924,897.37788,1.414087317,8.94,,13.03923665,,,290.419162
2014,Additional search,"Sugihara et al., 2017",2017,12,5,,,,,SAVAN,90,696,,,,5.2,,5.3,0.05,,290.2
876,"Augusto et al., 2017","Chacon et al., 2005",2005,-64.75,8,27.4,1333,0.6739,113,FOREST,5,260,,,1.343453239,6,,13.2,1.064859632,12.396,290.07
3987,Hou unpublished,"Sparling et al., 1994",1994,174.96483,-41.18175,12.5,1566,1.6586,155,Forest,2.5,390,340,260,,5,,54,2.6,20.76923077,290
5675,"Wang et al., 2021","Sparling et al., 1994",1994,174.97,-41.18,,,,,FOREST,2.5,,,,,,,54,2.6,,290
3988,Hou unpublished,Udo and Ogunwale 1977,1977,4,7,27.2,1470,0.9392,74,FOREST,130,613,239,101,,6.6,,3.6,,,290
3983,Hou unpublished,Hou et al. 2011,2011,112.16667,23.16667,21.8,1601,1.252,166,Forest,5,,,,,3.89,,28.24,1.76,16.04545455,290
3985,Hou unpublished,"Srivastava and Singh, 1988",1988,83.4,24.2,25.2,1062,0.6252,297,GRASSLAND,5,,,,,6.6,,9,1.23,7.317073171,290
5674,"Wang et al., 2021","Li et al., 2007",2007,117.4333,26.1916,19.1,1749,,,FOREST,5,,,,1.13,4.32,,29.5,1.12,,290
3984,Hou unpublished,Lin 2015,2015,117.6,26.31667,18.6,1709,1.37,437,Forest,5,,,,1.37,,,23.89,1.06,22.53773585,290
4720,"Hou et al., 2020","Chen et al., 2015",2015,115.06667,26.7,17.9,1600,1.2028,115,Forest,2.5,,,,1.21,4.3,,21.2,1.29,,290
3986,Hou unpublished,Feng et al. 2012,2012,108.409,30.808,18.2,1208,1.0911,209,Forest,10,,,,,3.76,,16.57,1.68,9.863095238,290
3989,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.33,6.43,,7.53,0.8,9.4125,290
878,"Augusto et al., 2017","Boldeskul, 2002",2002,131.983,43.15,5.3,750,0.7921,285,FOREST,50,170,,,1.502531064,5.9,,4,,,290
5676,"Wang et al., 2021","Chen et al., 2016",2016,87.86801389,31.8835787,0.405,365.6669922,,,GRASSLAND,5,,,,,9.116666667,,5.517995908,0.763333333,,289.896458
5677,"Wang et al., 2021","Chen et al., 2016",2016,92.48590833,34.26915278,-4.12,364.7632141,,,GRASSLAND,5,,,,,8.78,,3.73267054,0.583135262,,289.81707
1683,He Hedley_P search,"Costa etal, 2016_F",2016,-48.445,-22.88583333,20.2,1302,0.9945,,FOREST,10,100,,,,4.7,49.5,8.7,,,289.8
5678,"Wang et al., 2021","Chen et al., 2016",2016,93.12466389,35.25470278,-4.093,228.4763184,,,GRASSLAND,5,,,,,8.69,,5.982659764,0.789854825,,289.722618
1684,He Hedley_P search,"Baumann et al., 2017_SBB",2017,13.81010278,53.04458611,8.50000001,569,0.6941,,FOREST,OTHER,954.5,17.5,28,,5.275,,8,1,13,289.7
3990,Hou unpublished,Zhang et al. 2011,2011,119.55833,30.63333,16.2,1285,1.1752,51,Forest,40,,,,,,,,1.11,,289.27
3991,Hou unpublished,"Schimel et al., 1985",1985,104.75,40.8,6.9,89,0.0862,1359,GRASSLAND,15,240,83,676,1.35,,,5.2,0.73,7.123287671,288.89
1685,He Hedley_P search,"Fu etal., 2020_C",2020,101.4716667,25.4025,16,846,0.5986,,FOREST,OTHER,241,,,1.28,4.15,,0.48,,,288.5
3992,Hou unpublished,Tan 2011,2011,107.01667,34.30833,11.6,711,0.7097,1047,Forest,30,,,,,6.46,,18.15,1.02,17.79411765,288.46
879,"Augusto et al., 2017","Schoneau et al., 1989",1989,-107.5,52.8,1,425,0.4835,596,FOREST,46.5,311,485,204,1.57,4.7,,1.6,,,288
5679,"Wang et al., 2021","Liu et al., 2020",2020,113.2453778,43.53888333,4.439547691,186.7130939,,,GRASSLAND,5,1.28479,230.2725,768.4427,1.49685104,9.81,,7.041834826,,,287.878788
3993,Hou unpublished,"Troelstra et al., 1990b",1990,5.77047,52.18484,9.2,792,1.1531,33,SHRUBLAND,2.5,,,,0.62,4.4,,111,4.95,22.42424242,287.78
2555,"Hou et al., 2018",Jien et al. 2016,2016,121.59,24.5141,10,3200,3.6013,1960,FOREST,20.15,250,,,,4.76,,20.7,,,287.7
2015,Additional search,"Sugihara et al., 2017",2017,12,5,,,,,SAVAN,70,696,,,,5.2,,5.5,0.06,,287.5
880,"Augusto et al., 2017","Hinojosa et al., 2012",2012,-4.067,39.417,14.9,622,0.297,912.5,SHRUBLAND,2.5,210,,,0.812664153,5.57,,56.6,2.1,27.6,287.5
5680,"Wang et al., 2021","Chen et al., 2016",2016,84.00010833,32.20005556,0.569,328.3625183,,,GRASSLAND,5,,,,,8.743333333,,5.702455568,0.863333334,,287.461943
5682,"Wang et al., 2021","Ross et al., 1999",1999,176.22,-38.43,10,1500,,,FOREST,5,,,,,4.2,,,,,287
5681,"Wang et al., 2021","Joergensen et al., 1995",1995,9.93,51.53,7,900,,,FOREST,5,,,,,4.8,,31.10004,2.30006,,287
2016,Additional search,"Sugihara et al., 2017",2017,12,5,,,,,SAVAN,50,693,,,1.3,5.2,,6.2,0.06,,286.7
881,"Augusto et al., 2017","Quesada et al., 2010",2010,-70.3,-3.7,25.86,2723,2.4052,104,FOREST,15,431,377.1,191.9,1.335368825,4.29,6.26,13.7,1.6,8.55,286.68
2556,"Hou et al., 2018",Feng et al. 2016,2016,118.748,45.0131,0.83,373,0.2953,986,GRASSLAND,5,87.9,150.6,776.147,1.40907,7.01835,,15.86936606,1.42919563,,286.57
5683,"Wang et al., 2021","Liu et al., 2020",2020,108.5449667,41.82202778,4.125676797,211.6925249,,,GRASSLAND,5,4.69522,82.55961,912.74516,1.646895751,9.25,,5.766699911,,,286.123033
883,"Augusto et al., 2017","Almond & Tonkin, 1999",1999,170.46,-43.15,12,3789,3.4528,48,FOREST,70,240,,,1.35,5.13,,13,,,286
882,"Augusto et al., 2017","Thomas et al., 1999",1999,-74,-42.5,9.4,2750,3.5894,700,FOREST,25,250,,,1.57,5.2,,5,,,286
5684,"Wang et al., 2021","Chen et al., 2016",2016,91.85978056,31.31281111,-0.914,494.8833313,,,GRASSLAND,5,,,,,8.04,,15.40949702,1.542515755,,285.76046
1686,He Hedley_P search,"Fu etal., 2020_C",2020,101.4716667,25.4025,16,846,0.5986,,SHRUBLAND,OTHER,219,,,1.12,4.26,,0.47,,,285.6
2557,"Hou et al., 2018","Lin et al., 2014",2014,117.87,26.92,18.5,1756,1.2831,430,FOREST,5,200,,,,5,,1,,,285.6
3994,Hou unpublished,Lin 2015,2015,117.5,26.65,18.1,1792,1.5728,480,Forest,5,,,,0.85,,,16,1.05,15.23809524,285.57
2558,"Hou et al., 2018",Feng et al. 2016,2016,117.097,49.3325,-1.5,296.88,0.2482,721,GRASSLAND,5,52.3,92.1,864.22,1.48807,6.67431,,12.61785484,1.17157624,,285.38
3995,Hou unpublished,Zhang et al. 2011,2011,108.45833,33.45,8.4,948,1.2892,1762,Forest,50,,,,,5.95,,4.82,0.83,5.807228916,285.35
5685,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,15.4896,1.421,,285.2
2559,"Hou et al., 2018",Hou et al.2018,2018,110.36,31.49,9.5,1234,1.374,1748,FOREST,5,220,,,,5.28,,26.5,1.7,,285.2
3996,Hou unpublished,Udo and Dambo 1979,1979,7.04984,4.81555,26.4,2641,1.6788,11,Forest,24.5,136,78,786,,5.9,,6.9,,,285
6120,"Yan et al., 2018",Viers et al. 2013,2013,100.18,64.28,-9.1,371,,,FOREST,10,,,,,,,,,,285
2017,Additional search,"Auxtero et al., 2014",2014,14.86552778,-11.89627778,,,,1500,FOREST,15,255,,,,5.2,5.5,13.7,,,284
885,"Augusto et al., 2017","Araujo et al., 2004",2004,-40.17,-7.82,26,585,0.3766,545,SHRUBLAND,22.5,288,117,595,1.5,5.8,3.1,0.5,,,283.9
2560,"Hou et al., 2018",Feng et al. 2016,2016,109.194,42.1859,5.25,178.57,0.1186,1279,GRASSLAND,5,108.8,136,728.44,1.63486,8.25688,,2.95185521,0.46340034,,283.78
886,"Augusto et al., 2017","Esberg et al., 2010",2010,30.77,-29.37,17,760,0.6146,895,FOREST,5,600,200,200,0.849473349,5.9,,52.6,2.8,18.78571429,283.6
2018,Additional search,"Sugihara et al., 2017",2017,12,5,,,,,SAVAN,15,549,,,1.3,4.7,,15.7,0.1,,283.2
887,"Augusto et al., 2017","Sheklabadi et al., 2014",2014,46.167,35.517,12.8,991.2,0.5043,1275,,15,157,627,216,1.2,7.49,,44.5,3.396946565,13.1,283.09
1334,"Deiss et al., 2018",Turner and Engelbrecht 2011,2011,-79.72608643,9.356824847,27,3404,,320,FOREST,10,520,330,150,,5.06,,47.2,4.7,,283
3999,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,50,,,,,4.82,,7.27,0.84,8.654761905,283
4002,Hou unpublished,"Troelstra et al., 1990b",1990,5.83679,52.19987,9,807,1.1752,68,SHRUBLAND,2.5,,,,0.55,3.7,,195,7.03,27.73826458,282.85
4003,Hou unpublished,"Troelstra et al., 1990b",1990,5.89005,52.06389,9.1,797,1.152,61,SHRUBLAND,2.5,,,,0.24,3.5,,267,8.32,32.09134615,282.79
1687,He Hedley_P search,"Costa etal, 2016_F",2016,-48.41277778,-23.49027778,20.6,1262,0.9143,,FOREST,10,100,,,,4.7,47,10.4,,,282.3
1688,He Hedley_P search,"Baumann et al., 2017_SBB",2017,13.84636667,52.90084722,8.691666578,598,0.7111,,FOREST,OTHER,906.1428571,60.14285714,34.28571429,,4.1,,28,2,17,282.2
5686,"Wang et al., 2021","Aponte et al., 2010",2010,-5.5747,36.5316,15.5,1132.4,,,FOREST,10,308,,474,,,,41.2,3.1,,282
5687,"Wang et al., 2021","Liu et al., 2020",2020,112.4836722,42.99947222,5.404556709,193.4459002,,,GRASSLAND,5,1.90262,305.81832,692.27905,1.503075432,9.25,,6.218757033,,,281.791908
1689,He Hedley_P search,"Qin etal., 2019_W",2019,115.8829457,28.86613188,17.5,1700,1.1464,,FOREST,2.5,323,514,163,,4.41,,15.4,,,281.43
4006,Hou unpublished,"Logathan and Sutton, 1987",1987,6.66046,5.05811,26.7,2510,1.5987,13,,23.5,160,20,820,,4.7,,7,,,281
4004,Hou unpublished,Logathan and Sutton 1987,1987,6.87744,5.13471,26.3,2337,1.499,44,,23.5,160,20,820,,4.7,,7,,,281
888,"Augusto et al., 2017","Crews & Brookes, 2014",2014,-0.356,51.81,9.7,668,0.8849,115,GRASSLAND,80.5,275,150,575,1.34,6.2,,1,,,281
1690,He Hedley_P search,"Bueis et al., 2019_AFS",2019,-4.89,42.69,9.4,766,0.5758,1070,FOREST,5,264,285,451,,4.9,22.8,40.8,2,20.4,280.8
2020,Additional search,"Auxtero et al., 2014",2014,13.26830556,-7.232027778,,,,1000,FOREST,3.5,150,,,,6,10.6,17.3,,,280
1335,"Deiss et al., 2018",Turner and Engelbrecht 2011,2011,-79.71575899,9.151814575,27,2601,,113,FOREST,10,520,330,150,,4.22,,46.5,4,,280
4008,Hou unpublished,Zhu 2009,2009,118.05833,24.825,20.9,1320,1.1496,139,Forest,15,,,,1.3,,,17.03,1.55,10.98709677,280
4007,Hou unpublished,Lin 2015,2015,117.46667,26.18333,19.2,1658,1.2743,329,Forest,15,,,,1.26,,,29.41,1.1,26.73636364,280
5690,"Wang et al., 2021","Wang et al., 2010",2010,105.7794,26.2658,15.1,1397,,,FOREST,5,,,,,6.85,,65.56,5.19,,280
5966,"Yan et al., 2018",Du et al. 2011,2011,105.77,26.27,15.1,1396.9,,,FOREST,10,,,,,,,,,,280
4011,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,10,,,,,4.26,,20.62,1.66,12.42168675,280
5689,"Wang et al., 2021","Zhang et al., 2019",2019,113.3,28.4,17.3,1416.4,,,FOREST,7.5,,,,,4.48,,27.2,1.48,,280
4010,Hou unpublished,Zhang and Jian min 2002,2002,119.1723,29.02832,17.7,1538,1.3297,61,Forest,7.5,130.4,,,1.42,5.42,,16.14,1.23,13.12195122,280
4012,Hou unpublished,Wang 2014,2014,110.5025,30.50681,12.1,1323,1.7692,1220,Forest,2.5,,,,,,,13.29,0.63,21.0952381,280
4013,Hou unpublished,"Bowman and Cole, 1978",1978,-104.96383,37.60665,7.5,413,0.363,2157,GRASSLAND,0,,,,,6.5,,8,,,280
5688,"Wang et al., 2021","Chai et al., 2015",2015,103.6036,39.0427,7.4,110,,,DESERT,5,,,,,,,90.37,,,280
2019,Additional search,"Widdig et al., 2020",2020,-93.39,41.79,,,,275,GRASSLAND,7.5,,,,,5.73,,7.2,0.6,,280
4009,Hou unpublished,"Slingsby and Brown, 1977",1977,-3.15582,56.92737,5.4,1004,2.0279,540,GRASSLAND,7.5,,,,,,,110.21,,,280
2021,Additional search,"Esberg et al., 2010",2010,31.28333333,-29.61666667,17,760,,,FOREST,5,,,,,,,,,,279.5
2561,"Hou et al., 2018",Jien et al. 2016,2016,121.596,24.5133,10,3200,3.5177,1870,FOREST,32.5,529,395,76,,4.48,,12.4,,,279.4
889,"Augusto et al., 2017","Tolchel'nikov & Gurov, 1985",1985,30.15,61.03,3.8,632,0.8351,5,FOREST,2,120,,,1.57,4.1,,26.35,0.987544145,26.6823515,279.29
1691,He Hedley_P search,"Zhang etal., 2016_BFS",2016,112.5,23.2,21,1927,1.4185,,FOREST,5,310,,,,3.69,,48.06,2.54,18.92125984,279.18
4014,Hou unpublished,Shu et al. 2003,2003,118.15,27,18.5,1777,1.4227,284,Forest,30,,,,,4.68,,12.42,1.08,11.5,279
5691,"Wang et al., 2021","Chen et al., 2016",2016,84.1793,32.40011111,0.616,328.875,,,GRASSLAND,5,,,,,9.466666667,,1.734172616,0.363333334,,278.998659
2562,"Hou et al., 2018",Feng et al. 2016,2016,108.722,41.911,4.13,154.02,0.1362,1520,GRASSLAND,5,115.1,140.2,779.817,1.6945,8.38073,,3.40101786,0.44696228,,278.37
4015,Hou unpublished,Hu 2009,2009,107,29.07,16.8,1128,1.0461,641,Forest,6.5,,,,1.18,4.52,,18,,,278.13
2563,"Hou et al., 2018",Julich et al. 2017,2017,10.77,50.60433,5.5,1200,1.6794,810,FOREST,OTHER,110,,,,4.8,,3.8,0.3,,278.06
1319,"Deiss et al., 2018",McDowell et al. 2007,2007,171.854574,-42.099038,11,2030,,228,FOREST,15,150,370,480,,4.4,,68.9,3.2,,278
1336,"Deiss et al., 2018",Turner and Engelbrecht 2011,2011,-79.74642184,9.168298696,27,2357,,202,FOREST,10,480,290,230,,4.71,,40.1,3.5,,278
1692,He Hedley_P search,"Liu etal., 2019_PSE",2019,109.7,38.21666667,8.9,400,0.2709,,DESERT,5,73,767,160,,9,,10.9,1.0692,,277.46
891,"Augusto et al., 2017","Pare & Bernier, 1989",1989,-70.984,45.878,3.6,997,1.3796,391,FOREST,5,190,,,1.57,3.8,,1.8,,19.71923514,276.93
1693,He Hedley_P search,"Baumann et al., 2019_G",2019,13.51221944,54.56310833,8.266666689,548,0.7441,,GRASSLAND,OTHER,,,,,7.1,,12.9,0.1,,276.8
2564,"Hou et al., 2018","Lu et al., 2012",2012,101.62292,33.80625,1.5,615.5,0.7017,4053,SHRUBLAND,OTHER,200,,,,8,,2.8,,,276.3
1451,"Deng et al., 2017","Tob¨®n et al., 2011",2011,-95.108,18.583,27,4900,,,FOREST,5,,,,0.84,,,,,,276.1904762
893,"Augusto et al., 2017","Dieter et al., 2010",2010,-79.85,9.15,27,2600,1.4287,48,FOREST,155.5,275,150,575,1.511393919,5.11,,3.52,0.26,13.53846154,276
4723,"Hou et al., 2020","Yu et al., 2017",2017,106.68333,29.63333,18.2,1028,0.9913,450,Forest,1.5,,,,0.75,3.63,,75.1,4.433333333,,276
892,"Augusto et al., 2017","Schlichting et al., 2002",2002,11.35,52.8,8.4,570,0.6353,57,FOREST,47.5,80,,,0.864771193,7.190476191,,51,2.5,20.4,276
5692,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,9.2532,0.8232,,275.9
894,"Augusto et al., 2017","Shiels & Sanford, 2001",2001,-105.583,39.633,-0.8,682,0.4954,3400,FOREST,5,90,,,1.106182417,5.7,,29.52023,1.65534,17.83333333,275.89
2022,Additional search,"Ahmad et al., 2020",2020,72.99861111,31.46777778,,,,,,,100.7,301.1,198,,7.888888889,,3.760683761,,,275.3829322
895,"Augusto et al., 2017","Araujo et al., 2004",2004,-40.17,-7.82,26,585,0.3766,545,SHRUBLAND,122,178,221,601,1.6,5.7,1.7,0.1,,,275
2565,"Hou et al., 2018",McClintock et al. 2015,2015,-65.796,18.2894,22.5,4150,1.3597,815,FOREST,10,320,,,,5.3,,166,,,275
4017,Hou unpublished,"Troelstra et al., 1990b",1990,5.94734,52.03391,9.2,795,1.141,64,SHRUBLAND,2.5,,,,0.46,3.6,,191,7.41,25.77597841,274.73
1694,He Hedley_P search,"Damian etal., 2020_STTE",2019,-51.65222222,-30.08944444,19.3,1398,1.0524,46,GRASSLAND,5,630,220,150,1.6,5.2,63.88,0.4,,,274.56
2566,"Hou et al., 2018",Feng et al. 2016,2016,104.908,40.7723,7.02,98.21,0.0462,1299,GRASSLAND,5,50.2,81.6,794.495,1.64404,8.72477,,1.02761182,0.1282697,,274.53
896,"Augusto et al., 2017","Basamba, 2006",2006,-71.31666667,4.616666667,27,2240,1.6433,167,SAVAN,5,275,150,575,1.181795802,5.3,,23.913,1.6465,14.52353477,274
4018,Hou unpublished,Zhang and Jian min 2002,2002,119.1723,29.02832,17.7,1538,1.3297,61,Forest,22.5,242,,,1.4,5.15,,10.48,0.82,12.7804878,274
897,"Augusto et al., 2017","Yu et al., 2006",2006,-82.2,29.3,20.7,1354,0.7833,34,,7.5,49.58016793,42.78288685,907.6369452,1.422215857,7.7,,8.5,0.5,17.1,273.66
898,"Augusto et al., 2017","Sharpley et al., 2004",2004,-97,35.7,15.7,1200,0.5459,296,GRASSLAND,2.5,140,,,1.308292383,5,,15.4,1.1,14,273
899,"Augusto et al., 2017","Sharpley et al., 1985",1985,-115.33,43.05,8.4,341,0.1837,1197,GRASSLAND,15,215,458,327,1.268082108,6.1,13.9,18,1.5,12,273
6121,"Yan et al., 2018",Viers et al. 2013,2013,100.18,64.28,-9.1,371,,,FOREST,10,,,,,,,,,,273
5693,"Wang et al., 2021","Li et al., 2012",2012,111.5166,29.25,16.8,1380,,,FOREST,10,,,,,,,7.6404,0.9128,,272.8
4019,Hou unpublished,Zhou et al. 2011,2011,105.7075,26.23417,16,1265,1.1278,1264,Forest,15,,,,,,,34,2.81,12.09964413,272.73
4020,Hou unpublished,"Troelstra et al., 1990b",1990,5.94734,52.03391,9.2,795,1.141,64,SHRUBLAND,2.5,,,,0.53,3.8,,154,5.89,26.14601019,272.38
901,"Augusto et al., 2017","Su et al., 2007",2007,173.14,-41.273,12.4,1121,0.9016,66,FOREST,17.5,170,,,1.508063516,5.44,,3.7,0.329478145,20.55669365,272
4021,Hou unpublished,Udo and Ogunwale 1977,1977,4,7,27.2,1470,0.9392,74,FOREST,70,618,204,149,,6,,4.35,,,272
2567,"Hou et al., 2018","Guo et al., 2012",2012,109.66667,19.66967,24.26,1052,1.0788,81,FOREST,10,283.2,,,,4.65,,17.4,,,271.8
1459,"Deng et al., 2017","Wang et al., 2013",2013,112.833,22.567,22.6,1700,,,FOREST,10,,,,1.42,3.924225352,,,,,271.6901408
5694,"Wang et al., 2021","Chen et al., 2016",2016,92.31862222,33.81770278,-3.455,373.7416687,,,GRASSLAND,5,,,,,8.81,,7.105724481,1.009889395,,271.228302
902,"Augusto et al., 2017","Resende et al., 2011",2011,-47.883,-15.933,20.8,1470,0.9984,1100,SAVAN,75,410,,,1.37801905,5.23,,11.1,0.4,27,271
903,"Augusto et al., 2017","Esberg et al., 2010",2010,30.08,-29.66,15.7,942,0.6063,1332,FOREST,25,600,200,200,1.019823974,5.9,,36.5,2.1,17.38095238,270.9
2568,"Hou et al., 2018",Feng et al. 2016,2016,110.295,42.6571,6.13,89.29,0.0927,1125,GRASSLAND,5,110.9,113,,1.7633,8.68349,,0.7696261,0.13967563,,270.62
1288,"Deiss et al., 2018",Doolette et al. 2016,2016,149.1833333,-36.58333333,1.2,889,,889,FOREST,10,250,180,570,,6.2,,42,1,,270
904,"Augusto et al., 2017","Sugihara et al., 2014",2014,13.267,4.517,23.5,1450,1.1036,685,SAVAN,50,370,,,1.33,4.9,7.1,6.6,0.5,12.1,270
905,"Augusto et al., 2017","Sugihara et al., 2014",2014,13.267,4.517,23.5,1450,1.1036,685,SAVAN,70,370,,,1.480627244,4.9,7.5,5.2,0.4,11.7,270
4023,Hou unpublished,Zhong 2015,2015,110.4108,18.6636,,,1.2817,,SHRUBLAND,15,,,,,3.8,,17.38,0.87,19.97701149,270
4024,Hou unpublished,Huang et al. 2013,2013,109.73333,18.9,20.4,1867,1.5579,941,Forest,5,,,,,,,20.55,1.49,13.79194631,270
4029,Hou unpublished,Ramesh et al. 2007,2007,80.91248,23.45917,24.6,1269,0.7282,480,Forest,15,,,,,,,,0.41,,270
4030,Hou unpublished,Lin 2015,2015,117.46667,26.18333,19.2,1658,1.2743,329,Forest,30,,,,1.43,,,8.16,0.61,13.37704918,270
4032,Hou unpublished,Lin 2015,2015,117.46667,26.18333,19.2,1658,1.2743,329,Forest,50,,,,1.54,,,4.89,0.5,9.78,270
4022,Hou unpublished,Lin 2015,2015,117.6,26.31667,18.6,1709,1.37,437,Forest,15,,,,1.34,,,17.6,0.53,33.20754717,270
4025,Hou unpublished,Lin 2015,2015,117.6,26.31667,18.6,1709,1.37,437,Forest,5,,,,1.23,,,27.18,1.51,18,270
4027,Hou unpublished,Feng et al. 2012,2012,108.409,30.808,18.2,1208,1.0911,209,Forest,10,,,,,3.96,,23.4,1.82,12.85714286,270
4031,Hou unpublished,Bai 2006,2006,115.91667,40.28333,7,497,0.4976,940,Forest,35,,,,,7.04,,27.7,1.42,19.50704225,270
4035,Hou unpublished,Ren et al. 2012,2012,117.525,41.375,6.2,490,0.5365,760,Forest,50,,,,,,,9.8,0.79,12.40506329,270
4033,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.49,6.21,,8.74,0.79,11.06329114,270
4034,Hou unpublished,Ren 2012,2012,117.3,41.94167,3.8,442,0.5071,1064,Forest,50,,,,1.13,6.46,,11.3,1.01,11.18811881,270
5695,"Wang et al., 2021","Gong et al., 2019",2019,123.7333,44.6666,6.4,470,,,FOREST,7.5,,,,,8.14,,14.5,1.8,,270
2023,Additional search,"Widdig et al., 2020",2020,-0.64,51.41,,,,60,GRASSLAND,22.5,,,,,4.1,,10.5,1,,270
5696,"Wang et al., 2021","Joergensen et al., 1995",1995,10.5,52.25,7,900,,,FOREST,5,,,,,3.9,,88.89996,3.40004,,270
4028,Hou unpublished,Naylor et al. 1996,1996,-1.11167,53.12,9.4,684,1.0321,108,GRASSLAND,10,,,,,,,31.32,,,270
4026,Hou unpublished,"Slingsby and Brown, 1977",1977,-0.90485,60.74163,6.3,1233,3.4131,71,,7.5,,,,,,,81.21,,,270
907,"Augusto et al., 2017","Vaychis, 1987",1987,24.05,54.53,6.3,629,0.8243,75,FOREST,102.5,100,,,1.57,6.8,,3,,,268.91
908,"Augusto et al., 2017","Araujo et al., 2004",2004,-40.17,-7.82,26,585,0.3766,545,SHRUBLAND,51.5,329,133,538,1.5,5.9,2.9,0.3,,,268.7
909,"Augusto et al., 2017","Imai et al., 2010",2010,117.42,5.37,27,3500,1.6456,215,FOREST,2.5,380,,,0.84,3.4,,36,2.3,15.65217391,268.4
2024,Additional search,"Esberg et al., 2010",2010,30.13333333,-30.1,15.7,942,,,FOREST,25,,,,,,,,,,267
2569,"Hou et al., 2018","Hashimoto and Watable, 2014",2014,136.78167,36.47,15.6,2343,2.0357,355,FOREST,2.5,220,,,,4.83,,23,1.6,,267
910,"Augusto et al., 2017","Vaychis, 1987",1987,24.05,54.53,6.3,629,0.8243,75,FOREST,46,100,,,1.57,5,,3,0.8,,266.61
5697,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,20.148,1.7374,,266.6
5698,"Wang et al., 2021","Li et al., 2012",2012,108.7166,24.7333,19.9,1389,,,FOREST,10,,,,,,,9.8904,0.9198,,266.6
911,"Augusto et al., 2017","Su et al., 2007",2007,173.14,-41.273,12.4,1121,0.9016,66,FOREST,37.5,170,,,1.539847232,5.82,,2,,,266.5
912,"Augusto et al., 2017","Thomas et al., 1999",1999,-74,-42.5,9.4,2750,3.5894,500,FOREST,25,250,,,1.57,5.2,,5,,,266
5699,"Wang et al., 2021","Joergensen et al., 1995",1995,9.93,51.53,7,900,,,FOREST,5,,,,,4.1,,48.6,2.49998,,266
5700,"Wang et al., 2021","Liu et al., 2020",2020,108.2482611,41.86835556,5.213946888,173.6827336,,,GRASSLAND,5,6.4876,91.89499,901.61743,1.593736554,9.42,,7.926313925,,,265.536723
913,"Augusto et al., 2017","Gazizullin & Sabirov, 1991",1991,50.35,56.23,3,465,0.6964,175,FOREST,43,140,,,1.57,6.1,35.48,3.4782,,,265.41
1474,"Deng et al., 2017","Zaia et al., 2008",2008,-41.87,-22.09,26,1400,,,FOREST,10,,,,1.20446136,4.9,,,,,265.2911449
5701,"Wang et al., 2021","Chen et al., 2016",2016,89.978275,31.13337037,-0.078,421.8916626,,,GRASSLAND,5,,,,,8.563333333,,9.85524554,0.986666667,,265.241938
2025,Additional search,"Esberg et al., 2010",2010,30.11666667,-29.61666667,14.8,988,,,FOREST,55,,,,,,,,,,265.2
914,"Augusto et al., 2017","Esberg et al., 2010",2010,30.07,-29.37,14.8,988,0.5589,1300,FOREST,55,600,200,200,1.324143279,5.9,,14.4,1.1,13.09090909,265.2
2570,"Hou et al., 2018","Olander et al., 2005",2005,-55,-2.83333,25,2000,1.3923,175,FOREST,5,320,,,1.05,3.73,,28,2.2,,265.1
5702,"Wang et al., 2021","Wang et al., 2008",2008,116.19,29.01,17.6,1500,,,WETLAND,15,,,,,,,9.06,0.82,,265
