"","LONGITUDE","LATITUDE","BEDROCK","BIOME","CLAY","DENSITY","DEPTH","ELEVATION","MANPP","MAPRECIP","MATEMP","PH","SAND","SLOPE","SOC","SOIL.USDA","SOIL.WRB"
"1247",-84.3,35.2,8,5,216,118,1586,512,8388,1500,13,49,549,5,549,3,3
"1248",-84.2,35.2,3,5,190,112,2144,565,7389,1525,13,50,829,8,829,7,7
"1249",-84.1,35.2,8,5,205,113,2170,618,7865,1546,13,50,725,8,725,3,7
"1250",-84,35.2,8,5,189,101,2209,709,7621,1587,13,49,1014,10,1014,7,7
"1251",-83.9,35.2,8,5,225,108,2129,722,7799,1613,12,50,928,9,928,3,7
"1252",-83.8,35.2,8,5,214,114,1871,777,7770,1666,12,50,853,9,853,7,1
"1253",-83.7,35.2,8,5,211,100,1603,979,7255,1761,11,50,1172,11,1172,3,1
"1254",-83.6,35.2,3,5,195,108,1699,1083,7565,1836,11,49,982,10,982,7,7
"1255",-83.5,35.2,8,5,198,110,2222,756,9959,1695,12,50,840,8,840,7,7
"1256",-83.4,35.2,8,5,223,116,2341,673,9953,1649,13,52,709,4,709,1,1
"1257",-83.3,35.2,8,5,221,102,2048,928,7566,1801,12,51,1157,10,1157,7,7
"1258",-83.2,35.2,9,5,205,96,1594,1163,7701,1956,11,49,1476,10,1476,7,7
"1259",-83.1,35.2,8,5,201,97,1693,1113,7642,1930,11,50,1379,9,1379,7,7
"1260",-83,35.2,9,5,212,106,1959,1067,7695,1912,11,52,1320,8,1320,7,7
"1261",-82.9,35.2,8,5,237,104,1969,933,7596,1865,12,50,1072,5,1072,7,3
"1262",-82.8,35.2,8,5,285,107,2117,812,8093,1835,12,50,1115,6,1115,7,3
"1263",-82.7,35.2,8,5,306,118,1847,800,7677,1822,12,51,832,4,832,1,1
"1264",-82.6,35.2,9,5,300,114,1592,820,8004,1765,13,52,915,5,915,7,7
"1265",-82.5,35.2,9,5,218,110,1907,584,7600,1555,13,50,897,6,897,1,7
"1266",-82.4,35.2,9,5,240,111,1657,538,7950,1494,14,50,814,5,814,1,3
"1267",-82.3,35.2,9,5,227,123,1620,459,7616,1429,14,52,610,7,610,1,1
"1268",-82.2,35.2,8,5,242,129,1742,308,9852,1347,15,54,549,2,549,1,1
"1269",-82.1,35.2,8,5,236,129,1652,286,10015,1334,15,55,430,2,430,1,1
"1270",-82,35.2,8,5,251,130,1546,279,10304,1329,15,54,427,2,427,1,1
"1271",-81.9,35.2,8,5,256,130,1436,267,8119,1319,15,56,491,2,491,1,1
"1272",-81.8,35.2,8,5,230,134,1473,264,8232,1305,15,54,319,1,319,1,1
"1273",-81.7,35.2,8,5,241,131,1497,257,9410,1288,15,54,438,1,438,1,1
"1274",-81.6,35.2,8,5,229,129,1463,233,8124,1266,15,54,449,1,449,1,19
"1275",-81.5,35.2,9,5,256,129,1328,237,9798,1239,15,54,409,1,409,1,1
"1276",-81.4,35.2,8,5,206,129,1619,258,7875,1232,15,53,439,2,439,1,1
"1277",-81.3,35.2,8,5,208,126,1431,251,10263,1217,15,52,593,2,593,1,1
"1278",-81.2,35.2,8,5,197,130,1271,226,8155,1195,15,53,467,1,467,1,1
"1279",-81.1,35.2,8,5,198,136,1230,210,7188,1174,15,54,447,1,447,1,1
"1280",-81,35.2,8,5,261,137,1316,201,7884,1158,16,54,381,1,381,1,1
"1281",-80.9,35.2,9,5,233,136,1120,204,12118,1155,16,53,465,1,465,19,1
"1283",-80.7,35.2,8,5,235,129,1063,221,65535,1176,16,53,408,1,408,1,1
"1284",-80.6,35.2,9,5,184,133,1237,211,7988,1187,15,53,446,1,446,1,1
"1285",-80.5,35.2,8,5,196,131,1091,173,7760,1185,15,52,475,1,475,1,1
"1286",-80.4,35.2,3,5,172,131,1070,151,10233,1191,16,52,446,1,446,1,1
"1287",-80.3,35.2,8,5,180,135,1041,131,8168,1189,16,52,490,1,490,1,1
"1288",-80.2,35.2,3,5,192,135,1063,114,8163,1184,16,53,433,1,433,1,1
"1289",-80.1,35.2,3,5,202,137,1013,97,7982,1179,16,52,462,1,462,3,19
"1290",-80,35.2,3,5,112,133,929,90,13971,1178,16,51,537,1,537,1,1
"1291",-79.9,35.2,3,5,161,134,883,94,8038,1179,16,50,468,2,468,19,1
"1292",-79.8,35.2,3,5,159,137,991,129,8065,1186,16,49,469,2,469,3,3
"1293",-79.7,35.2,1,9,81,136,1188,163,7318,1195,16,50,366,1,366,1,3
"1294",-79.6,35.2,1,9,124,132,1130,147,10185,1195,16,49,442,1,442,1,1
"1295",-79.5,35.2,1,9,113,134,1110,141,7418,1195,16,49,397,1,397,1,1
"1296",-79.4,35.2,1,9,123,138,1052,122,10318,1193,16,50,420,1,420,1,1
"1297",-79.3,35.2,1,9,99,138,1119,100,8887,1190,16,50,421,1,421,1,1
"1298",-79.2,35.2,1,9,107,141,1132,92,8211,1189,16,50,414,1,414,1,1
"1299",-79.1,35.2,1,9,111,138,1033,85,61002,1189,16,50,419,1,419,1,1
"1300",-79,35.2,1,9,100,137,936,75,65535,1187,16,50,416,1,416,1,1
"1301",-78.9,35.2,1,9,89,138,991,60,9055,1186,16,49,453,1,453,1,1
"1302",-78.8,35.2,3,9,114,138,1135,40,7517,1187,16,49,510,0,510,1,1
"1303",-78.7,35.2,3,9,129,137,1404,42,7941,1195,16,49,519,0,519,1,3
"1304",-78.6,35.2,1,9,119,137,1562,45,7998,1205,16,50,578,0,578,1,1
"1305",-78.5,35.2,1,9,105,137,1524,57,6643,1217,16,50,596,0,596,1,1
"1306",-78.4,35.2,1,9,130,134,1500,53,7357,1235,16,49,386,0,386,1,1
"1307",-78.3,35.2,1,9,139,136,1545,52,7643,1244,16,50,546,0,546,1,1
"1308",-78.2,35.2,1,9,152,136,1752,48,7551,1253,16,49,660,0,660,1,1
"1309",-78.1,35.2,1,9,149,136,1727,46,6935,1262,16,50,568,0,568,1,1
"1310",-78,35.2,1,9,141,135,1754,46,7651,1272,16,49,561,0,561,1,1
"1311",-77.9,35.2,1,9,151,131,1779,43,6797,1280,16,49,695,0,695,1,1
"1312",-77.8,35.2,1,9,158,133,1734,35,7702,1286,16,48,741,0,741,1,1
"1313",-77.7,35.2,1,9,176,129,1833,29,7349,1291,16,49,708,0,708,1,1
"1314",-77.6,35.2,1,9,175,133,1547,26,7638,1297,16,50,600,0,600,1,1
"1315",-77.5,35.2,1,9,185,131,1283,20,8366,1301,16,49,556,0,556,1,1
"1316",-77.4,35.2,6,9,205,131,1240,16,7971,1310,16,47,816,0,816,1,1
"1317",-77.3,35.2,6,9,198,132,1517,15,7069,1326,16,49,862,0,862,1,1
"1318",-77.2,35.2,1,9,211,129,1741,11,7314,1334,16,48,733,0,733,1,1
"1319",-77.1,35.2,1,9,203,124,1864,8,7514,1339,17,49,853,0,853,1,1
"1320",-77,35.2,1,9,244,131,1538,11,6789,1347,17,47,918,0,918,1,3
"1321",-76.9,35.2,1,9,249,126,1550,14,6542,1357,16,47,939,0,939,1,3
"1322",-76.8,35.2,1,9,236,129,2592,7,5254,1362,17,49,974,0,974,19,3
"1323",-76.7,35.2,1,9,207,128,1485,4,9288,1371,17,50,862,0,862,1,1
"1324",-76.6,35.2,48,48,241,128,1029,3,50477,1378,17,48,1029,0,1029,1,1
"1336",-84.3,35.3,3,5,206,122,1845,522,7857,1498,13,49,546,3,546,1,3
"1337",-84.2,35.3,3,5,189,113,1785,651,7786,1555,13,49,962,8,962,1,7
"1338",-84.1,35.3,3,5,199,109,1822,810,7516,1629,12,49,871,8,871,3,7
"1339",-84,35.3,3,5,189,94,1493,1051,7278,1732,11,48,1253,11,1253,7,3
"1340",-83.9,35.3,8,5,207,106,1768,904,7547,1680,12,49,994,12,994,7,7
"1341",-83.8,35.3,3,5,209,110,1911,746,7255,1636,12,49,806,9,806,7,3
"1342",-83.7,35.3,8,5,197,107,1726,917,7265,1716,12,49,914,13,914,7,7
"1343",-83.6,35.3,8,5,195,108,1696,994,7727,1750,11,49,936,10,936,7,3
"1344",-83.5,35.3,8,5,198,111,1892,727,7698,1638,12,50,846,9,846,1,7
"1345",-83.4,35.3,8,5,210,111,1733,769,7552,1645,12,51,874,10,874,7,1
"1346",-83.3,35.3,8,5,212,110,1564,909,7419,1709,12,51,874,11,874,1,7
"1347",-83.2,35.3,8,5,214,115,2093,923,7627,1714,12,52,926,10,926,1,7
"1348",-83.1,35.3,8,5,205,115,2063,981,7605,1747,11,53,871,12,871,7,7
"1349",-83,35.3,8,5,226,99,1387,1166,7767,1863,11,51,1569,12,1569,7,7
"1350",-82.9,35.3,8,5,186,96,1424,1198,7496,1885,11,49,1227,11,1227,7,7
"1351",-82.8,35.3,9,5,210,98,1666,983,7445,1791,11,49,1135,9,1135,7,7
"1352",-82.7,35.3,8,5,231,104,1700,795,8260,1701,12,51,1031,6,1031,3,7
"1353",-82.6,35.3,8,5,234,120,1974,733,9189,1628,13,53,648,4,648,1,1
"1354",-82.5,35.3,8,5,216,113,1886,694,7756,1525,13,53,765,2,765,1,1
"1355",-82.4,35.3,8,5,207,122,1981,648,7879,1473,13,53,681,3,681,1,1
"1356",-82.3,35.3,8,5,219,114,1879,533,7620,1420,14,51,685,7,685,7,1
"1357",-82.2,35.3,8,5,261,121,1966,329,9441,1351,15,51,523,4,523,1,1
"1358",-82.1,35.3,8,5,229,129,1946,290,8458,1324,15,55,476,2,476,1,1
"1359",-82,35.3,8,5,244,133,1701,279,8135,1318,15,53,461,2,461,1,1
"1360",-81.9,35.3,8,5,255,131,1456,278,8801,1312,15,54,472,1,472,1,1
"1361",-81.8,35.3,8,5,253,129,1465,267,8584,1298,15,54,428,1,428,1,1
"1362",-81.7,35.3,8,5,238,130,1479,263,7936,1282,15,54,415,1,415,1,1
"1363",-81.6,35.3,8,5,218,129,1463,251,7770,1263,15,54,378,1,378,1,1
"1364",-81.5,35.3,9,5,239,129,1446,246,7324,1230,15,54,458,1,458,1,1
"1365",-81.4,35.3,9,5,243,129,1446,278,10283,1229,15,54,430,1,430,1,1
"1366",-81.3,35.3,8,5,236,132,1381,260,7745,1210,15,54,374,1,374,1,1
"1367",-81.2,35.3,9,5,209,131,1258,234,65535,1188,15,54,409,1,409,19,1
"1368",-81.1,35.3,8,5,213,133,1298,220,55679,1168,15,53,396,1,396,1,1
"1369",-81,35.3,8,5,228,134,1275,211,8307,1151,15,53,393,1,393,1,1
"1372",-80.7,35.3,8,5,206,129,1119,222,19470,1166,16,53,412,1,412,19,19
"1373",-80.6,35.3,8,5,205,135,1139,204,9777,1173,15,52,337,1,337,19,1
"1374",-80.5,35.3,8,5,185,135,1287,180,10196,1175,15,52,424,1,424,1,1
"1375",-80.4,35.3,3,5,198,129,1191,177,7568,1190,15,53,443,1,443,1,1
"1376",-80.3,35.3,3,5,182,134,1188,143,10306,1188,16,52,432,1,432,1,1
"1377",-80.2,35.3,3,5,174,135,1053,136,8768,1188,16,52,423,1,423,1,1
"1378",-80.1,35.3,3,5,156,136,1171,120,8020,1183,16,52,387,2,387,1,3
"1379",-80,35.3,3,5,146,131,1094,129,8275,1184,16,50,471,1,471,1,1
"1380",-79.9,35.3,3,5,121,133,941,130,8103,1182,15,47,478,1,478,1,1
"1381",-79.8,35.3,8,5,172,130,1032,159,7583,1187,15,49,454,1,454,1,19
"1382",-79.7,35.3,1,9,162,129,1161,188,8553,1195,15,50,399,1,399,3,3
"1383",-79.6,35.3,1,9,127,134,1213,173,7996,1193,16,50,400,1,400,1,1
"1384",-79.5,35.3,1,9,143,135,1029,150,8673,1190,16,48,455,1,455,3,1
"1385",-79.4,35.3,3,9,112,136,1056,119,8484,1187,16,48,408,1,408,3,1
"1386",-79.3,35.3,3,9,124,138,1074,101,7627,1184,16,49,436,1,436,1,1
"1387",-79.2,35.3,1,9,114,135,1017,95,8398,1185,16,50,477,1,477,1,1
"1388",-79.1,35.3,1,9,121,135,1100,92,7387,1187,16,50,440,1,440,1,1
"1389",-79,35.3,1,9,100,135,1170,80,7726,1186,16,50,493,1,493,1,1
"1390",-78.9,35.3,1,9,124,139,1147,64,7375,1186,16,50,430,1,430,1,1
"1391",-78.8,35.3,3,9,88,137,1204,46,7570,1188,16,50,471,0,471,1,1
"1392",-78.7,35.3,3,9,164,138,1296,39,7113,1193,16,50,528,0,528,1,1
"1393",-78.6,35.3,3,9,113,134,1311,51,7111,1205,16,50,376,0,376,1,1
"1394",-78.5,35.3,1,9,95,135,1329,62,6843,1213,16,51,544,0,544,1,1
"1395",-78.4,35.3,1,9,118,134,1327,55,7012,1228,16,50,570,1,570,1,1
"1396",-78.3,35.3,1,9,119,136,1394,54,7376,1236,16,50,562,0,562,1,1
"1397",-78.2,35.3,1,9,134,134,1592,46,7801,1242,16,50,389,1,389,3,1
"1398",-78.1,35.3,1,9,132,136,1552,45,7622,1250,16,50,574,0,574,1,1
"1399",-78,35.3,1,9,114,133,1502,39,7721,1257,16,50,665,1,665,1,1
"1400",-77.9,35.3,1,9,154,134,1541,33,7556,1262,16,50,590,0,590,1,1
"1401",-77.8,35.3,1,9,132,133,1659,28,7547,1269,16,50,621,0,621,1,1
"1402",-77.7,35.3,1,9,154,136,1815,25,6694,1276,16,50,481,0,481,1,1
"1403",-77.6,35.3,1,9,196,130,1774,25,8256,1282,16,50,652,0,652,1,1
"1404",-77.5,35.3,1,9,208,131,1624,19,7606,1287,16,49,816,0,816,1,1
"1405",-77.4,35.3,6,9,211,127,1427,14,8250,1293,16,48,583,0,583,1,1
"1406",-77.3,35.3,6,9,207,128,1528,10,8188,1309,16,45,852,0,852,1,1
"1407",-77.2,35.3,6,9,211,132,1542,9,7277,1316,16,46,864,0,864,1,1
"1408",-77.1,35.3,6,9,223,131,1561,11,6944,1324,16,46,848,0,848,3,1
"1409",-77,35.3,1,9,250,131,1470,16,11676,1333,16,46,914,0,914,1,1
"1410",-76.9,35.3,1,9,261,129,1261,16,7197,1340,16,47,733,0,733,1,1
"1413",-76.6,35.3,1,9,232,129,1109,4,15391,1358,17,48,865,0,865,3,1
"1425",-84.3,35.4,5,5,217,129,1773,307,7753,1408,14,53,442,3,442,1,1
"1426",-84.2,35.4,3,5,242,128,1781,362,7896,1427,14,52,436,4,436,1,1
"1427",-84.1,35.4,3,5,187,123,1865,546,8577,1498,13,51,549,5,549,1,1
"1428",-84,35.4,3,5,172,115,1552,729,7628,1562,12,50,721,9,721,3,1
"1429",-83.9,35.4,8,5,192,114,1749,661,7633,1545,13,49,647,10,647,3,3
"1430",-83.8,35.4,3,5,190,114,1843,686,7732,1556,12,50,804,11,804,1,3
"1431",-83.7,35.4,8,5,196,108,1851,692,6879,1557,12,49,906,10,906,7,1
"1432",-83.6,35.4,8,5,203,102,2092,739,7495,1578,12,49,1029,12,1029,3,7
"1433",-83.5,35.4,8,5,187,110,1767,699,9621,1536,12,49,889,8,889,1,1
"1434",-83.4,35.4,8,5,200,115,1664,740,7561,1524,12,51,650,7,650,1,1
"1435",-83.3,35.4,8,5,249,118,1871,774,7903,1510,12,52,722,9,722,7,7
"1436",-83.2,35.4,8,5,221,105,1784,1114,7622,1671,11,49,1253,15,1253,3,3
"1437",-83.1,35.4,8,5,234,96,1780,1242,7518,1739,10,49,1228,15,1228,7,7
"1438",-83,35.4,8,5,199,114,1552,1130,8100,1667,11,50,897,11,897,1,7
"1439",-82.9,35.4,8,5,247,110,1555,1081,8048,1621,11,51,1053,9,1053,1,1
"1440",-82.8,35.4,8,5,236,114,1636,1059,7931,1607,11,50,810,11,810,3,1
"1441",-82.7,35.4,8,5,216,108,1534,975,7160,1554,11,50,955,11,955,7,3
"1442",-82.6,35.4,8,5,207,114,1634,806,7609,1431,12,51,678,9,678,1,7
"1443",-82.5,35.4,8,5,236,127,1843,685,6754,1345,13,53,507,3,507,1,1
"1444",-82.4,35.4,8,5,199,105,1757,827,7677,1433,12,52,888,8,888,7,7
"1445",-82.3,35.4,8,5,213,111,1699,701,7564,1395,13,50,887,10,887,7,7
"1446",-82.2,35.4,8,5,239,122,1885,404,7688,1327,14,52,601,8,601,1,1
"1447",-82.1,35.4,8,5,226,126,2107,332,8889,1303,14,53,593,3,593,1,1
"1448",-82,35.4,8,5,238,127,1811,317,9977,1302,15,54,487,2,487,1,1
"1449",-81.9,35.4,8,5,222,129,1610,309,6622,1298,15,54,471,2,471,1,1
"1450",-81.8,35.4,8,5,239,122,1593,347,8780,1308,14,53,629,4,629,1,1
"1451",-81.7,35.4,8,5,229,123,1483,335,9652,1292,14,52,526,2,526,1,1
"1452",-81.6,35.4,8,5,247,128,1413,303,10749,1265,15,54,489,1,489,1,1
"1453",-81.5,35.4,8,5,227,131,1531,297,10240,1236,15,54,422,1,422,1,1
"1454",-81.4,35.4,8,5,226,129,1409,279,8525,1219,15,54,398,1,398,1,1
"1455",-81.3,35.4,9,5,236,127,1387,260,9198,1202,15,54,442,1,442,1,1
"1456",-81.2,35.4,8,5,229,129,1359,263,7886,1190,15,54,471,1,471,1,1
"1457",-81.1,35.4,8,5,236,125,1333,246,7842,1172,15,54,490,1,490,1,1
"1458",-81,35.4,8,5,236,131,1432,232,7925,1158,15,54,427,1,427,1,1
"1460",-80.8,35.4,8,5,267,133,1064,228,8190,1150,15,53,374,1,374,1,1
"1461",-80.7,35.4,8,5,240,131,1275,216,8165,1149,15,52,432,1,432,1,1
"1462",-80.6,35.4,8,5,272,131,1283,212,51073,1154,15,53,359,1,359,1,1
"1463",-80.5,35.4,4,5,286,131,1247,210,7658,1156,15,53,437,1,437,1,1
"1464",-80.4,35.4,3,5,236,133,1233,206,7829,1173,15,53,504,1,504,1,1
"1465",-80.3,35.4,3,5,221,134,1252,198,7886,1182,15,52,364,1,364,1,1
"1466",-80.2,35.4,8,5,183,129,1157,187,8190,1187,15,52,501,1,501,1,1
"1467",-80.1,35.4,8,5,165,129,1188,167,5353,1182,15,51,524,1,524,1,1
"1468",-80,35.4,3,5,172,129,1452,182,7966,1182,15,51,466,2,466,1,1
"1469",-79.9,35.4,8,5,171,131,1207,194,7545,1184,15,50,467,1,467,1,1
"1470",-79.8,35.4,3,5,145,132,1051,185,7863,1181,15,49,407,1,407,1,1
"1471",-79.7,35.4,3,5,137,135,980,167,10034,1178,15,48,418,1,418,1,1
"1472",-79.6,35.4,8,5,145,137,1045,145,10139,1176,15,50,397,1,397,1,1
"1473",-79.5,35.4,8,5,136,137,908,132,8697,1177,15,49,451,1,451,1,1
"1474",-79.4,35.4,3,5,136,138,910,101,8323,1175,15,48,404,1,404,3,3
"1475",-79.3,35.4,3,5,119,133,912,115,9829,1181,15,48,453,1,453,3,3
"1476",-79.2,35.4,1,9,142,135,1094,120,7400,1183,16,50,427,1,427,1,1
"1477",-79.1,35.4,8,5,157,135,1027,116,7695,1183,16,52,437,1,437,1,1
"1478",-79,35.4,1,9,150,138,1174,102,8293,1181,16,50,443,2,443,1,1
"1479",-78.9,35.4,8,5,122,132,1115,84,7884,1180,16,50,456,2,456,1,1
"1480",-78.8,35.4,8,5,129,137,1257,73,7750,1182,16,50,409,1,409,1,1
"1481",-78.7,35.4,1,9,119,136,1293,75,7084,1187,16,50,344,1,344,1,1
"1482",-78.6,35.4,1,9,109,135,1325,75,7757,1194,16,49,450,1,450,1,1
"1483",-78.5,35.4,1,9,89,136,1337,67,7591,1199,16,49,392,1,392,1,1
"1484",-78.4,35.4,3,9,102,137,1255,43,7550,1208,16,49,600,1,600,1,1
"1485",-78.3,35.4,1,9,117,136,1245,43,7841,1215,16,49,643,0,643,1,1
"1486",-78.2,35.4,1,9,107,135,1423,41,7507,1220,16,50,709,0,709,1,1
"1487",-78.1,35.4,1,9,108,134,1768,38,7251,1224,16,50,570,0,570,1,1
"1488",-78,35.4,1,9,102,135,1530,38,7402,1231,16,50,453,0,453,1,1
"1489",-77.9,35.4,1,9,95,134,1600,37,7488,1236,16,50,409,0,409,1,1
"1490",-77.8,35.4,1,9,103,135,1790,33,7419,1241,16,49,507,0,507,1,1
"1491",-77.7,35.4,1,9,130,136,1868,27,7412,1246,16,49,513,0,513,1,1
"1492",-77.6,35.4,1,9,137,132,1778,20,7729,1252,16,49,799,0,799,1,1
"1493",-77.5,35.4,1,9,156,133,1720,17,7229,1256,16,49,666,0,666,1,1
"1494",-77.4,35.4,1,9,161,131,1646,18,6686,1262,16,47,744,0,744,1,1
"1495",-77.3,35.4,1,9,201,132,1455,15,9856,1276,16,47,861,0,861,3,3
"1496",-77.2,35.4,1,9,181,135,1402,17,9597,1283,16,46,719,0,719,1,1
"1497",-77.1,35.4,1,9,174,134,1401,15,10145,1290,16,45,741,0,741,1,1
"1498",-77,35.4,1,9,205,133,1286,10,9081,1296,16,46,746,0,746,1,1
"1499",-76.9,35.4,46,46,241,128,1129,8,65535,1301,16,46,875,0,875,1,1
"1500",-76.8,35.4,48,9,251,130,1501,6,52765,1307,16,48,1097,0,1097,1,1
"1501",-76.7,35.4,1,9,213,131,1592,5,15229,1315,16,49,807,0,807,19,1
"1504",-76.4,35.4,1,9,224,131,1240,3,7807,1331,16,50,709,0,709,19,19
"1505",-76.3,35.4,1,9,197,130,1804,3,6635,1343,17,50,966,0,966,19,19
"1507",-76.1,35.4,1,9,148,127,1304,3,9600,1358,17,48,940,0,940,19,19
"1508",-76,35.4,52,52,175,126,979,1,65535,1360,17,52,823,0,823,19,19
"1514",-84.3,35.5,6,5,269,132,1815,290,8977,1378,14,55,473,2,473,19,19
"1515",-84.2,35.5,5,5,247,134,1729,282,7758,1370,14,54,424,2,424,1,1
"1516",-84.1,35.5,3,5,204,133,1738,345,7827,1394,14,53,484,3,484,1,1
"1517",-84,35.5,3,5,200,120,1749,461,8098,1440,14,52,556,6,556,1,1
"1518",-83.9,35.5,3,5,187,114,1874,654,7609,1521,13,50,613,8,613,3,1
"1519",-83.8,35.5,3,5,230,111,1872,913,7012,1612,12,50,618,12,618,3,3
"1520",-83.7,35.5,8,5,208,93,1853,1036,7329,1657,11,49,1366,12,1366,3,3
"1521",-83.6,35.5,3,5,189,96,1713,1145,7460,1701,10,47,1156,12,1156,7,3
"1522",-83.5,35.5,8,5,194,88,1711,1156,7498,1696,10,46,1358,14,1358,7,7
"1523",-83.4,35.5,8,5,193,100,1770,1056,7366,1630,11,47,1001,13,1001,7,7
"1524",-83.3,35.5,8,5,232,105,1838,910,7447,1520,11,49,950,12,950,7,7
"1525",-83.2,35.5,8,5,211,87,1723,1250,7131,1698,10,47,1476,13,1476,7,7
"1526",-83.1,35.5,8,5,191,93,1528,1237,7630,1668,10,48,1052,13,1052,7,7
"1527",-83,35.5,8,5,233,116,1771,937,7816,1466,11,52,732,11,732,1,7
"1528",-82.9,35.5,8,5,226,117,1707,860,8133,1395,12,55,650,5,650,3,1
"1529",-82.8,35.5,8,5,222,111,1481,881,9992,1407,12,51,698,9,698,7,3
"1530",-82.7,35.5,8,5,211,116,1375,782,7842,1338,12,52,547,3,547,7,7
"1531",-82.6,35.5,8,5,233,130,1484,695,7491,1276,13,54,475,3,475,1,7
"1532",-82.5,35.5,8,5,209,124,1747,761,7811,1332,12,52,532,8,532,1,1
"1533",-82.4,35.5,8,5,247,102,1590,856,8093,1412,12,53,875,8,875,1,1
"1534",-82.3,35.5,8,5,206,95,1513,808,7713,1391,12,50,906,7,906,3,3
"1535",-82.2,35.5,8,5,216,121,1769,599,7656,1340,13,51,562,8,562,1,1
"1536",-82.1,35.5,8,5,221,111,2008,466,8226,1323,14,52,688,8,688,1,1
"1537",-82,35.5,8,5,220,115,1972,412,7634,1318,14,52,616,6,616,1,1
"1538",-81.9,35.5,8,5,236,119,2014,393,7732,1314,14,52,709,5,709,1,1
"1539",-81.8,35.5,8,5,226,118,1763,409,7820,1319,14,53,675,6,675,1,1
"1540",-81.7,35.5,8,5,203,110,1501,409,8140,1313,14,51,685,5,685,3,1
"1541",-81.6,35.5,8,5,214,109,1428,367,10371,1294,14,51,707,3,707,1,3
"1542",-81.5,35.5,8,5,193,131,1525,326,9850,1248,14,53,446,1,446,1,1
"1543",-81.4,35.5,8,5,197,130,1512,293,8978,1225,15,54,391,2,391,1,1
"1544",-81.3,35.5,8,5,217,127,1469,264,7990,1204,15,54,436,1,436,1,1
"1545",-81.2,35.5,8,5,218,126,1347,281,9539,1198,15,54,437,1,437,1,1
"1546",-81.1,35.5,9,5,231,132,1350,275,7477,1186,15,53,353,1,353,1,1
"1547",-81,35.5,9,5,238,126,1612,247,7980,1166,15,53,450,1,450,1,1
"1548",-80.9,35.5,8,5,228,123,1235,240,33272,1156,15,53,606,1,606,1,1
"1549",-80.8,35.5,8,5,264,129,1237,242,7960,1152,15,54,421,1,421,1,1
"1550",-80.7,35.5,8,5,275,130,1495,244,7729,1151,15,55,402,1,402,1,1
"1551",-80.6,35.5,9,5,291,129,1391,245,7506,1153,15,54,417,1,417,1,1
"1552",-80.5,35.5,8,5,304,131,1310,240,7945,1150,15,53,435,1,435,1,1
"1553",-80.4,35.5,9,5,265,131,1363,223,7769,1161,15,53,448,1,448,1,1
"1554",-80.3,35.5,3,5,255,129,1191,207,7867,1167,15,52,469,1,469,1,1
"1555",-80.2,35.5,3,5,211,135,1225,199,7453,1172,15,53,410,1,410,1,1
"1556",-80.1,35.5,3,5,185,129,1122,204,7487,1174,15,53,425,2,425,1,1
"1557",-80,35.5,3,5,180,133,1434,194,7947,1171,15,51,445,2,445,1,1
"1558",-79.9,35.5,8,5,185,130,1386,211,7699,1178,15,50,476,1,476,1,1
"1559",-79.8,35.5,8,5,165,133,1259,211,7129,1180,15,50,370,1,370,1,1
"1560",-79.7,35.5,3,5,139,135,1009,169,8340,1173,15,50,398,1,398,1,1
"1561",-79.6,35.5,3,5,114,137,967,140,8604,1171,15,49,357,1,357,1,1
"1562",-79.5,35.5,3,5,136,134,1025,135,10330,1173,15,50,442,1,442,1,1
"1563",-79.4,35.5,3,5,118,135,939,104,10543,1171,15,48,434,1,434,1,1
"1564",-79.3,35.5,3,5,117,134,846,90,7424,1170,15,49,395,1,395,1,1
"1565",-79.2,35.5,3,5,124,132,814,92,8961,1171,15,51,464,1,464,1,1
"1566",-79.1,35.5,3,5,138,133,940,85,10115,1170,15,50,502,1,502,1,1
"1567",-79,35.5,8,5,136,135,1046,87,7646,1172,15,50,401,2,401,3,3
"1568",-78.9,35.5,8,9,129,131,1086,103,8438,1176,15,49,435,1,435,1,3
"1569",-78.8,35.5,1,9,136,130,1252,103,7251,1178,15,50,516,1,516,1,1
"1570",-78.7,35.5,8,9,120,131,1314,93,8056,1180,16,50,422,1,422,1,1
"1571",-78.6,35.5,1,9,118,134,1250,80,7426,1183,16,50,405,1,405,1,1
"1572",-78.5,35.5,8,9,110,135,1259,73,7980,1187,16,50,477,1,477,1,1
"1573",-78.4,35.5,1,9,107,137,1277,51,7610,1199,16,50,499,1,499,1,1
"1574",-78.3,35.5,1,9,85,137,1309,52,7907,1205,16,49,493,0,493,1,1
"1575",-78.2,35.5,8,9,112,137,1367,54,7260,1211,16,48,457,0,457,1,1
"1576",-78.1,35.5,1,9,124,137,1602,49,7660,1213,16,49,462,0,462,1,1
"1577",-78,35.5,1,9,107,137,1789,41,7370,1216,16,50,502,0,502,1,1
"1578",-77.9,35.5,1,9,95,138,1864,38,7214,1221,16,50,541,0,541,1,1
"1579",-77.8,35.5,1,9,120,137,1878,29,7752,1223,16,49,503,0,503,1,1
"1580",-77.7,35.5,1,9,133,135,1927,28,8020,1229,16,48,572,0,572,1,1
"1581",-77.6,35.5,1,9,150,137,1978,22,7797,1233,16,49,673,0,673,1,1
"1582",-77.5,35.5,1,9,149,137,1906,21,7305,1239,16,48,763,0,763,1,1
"1583",-77.4,35.5,1,9,140,133,1806,23,7479,1246,16,49,767,0,767,1,1
"1584",-77.3,35.5,1,9,193,133,1516,17,7487,1260,16,47,683,0,683,1,1
